genesymbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,workflow
Zfp931,8.404569772392702e-11,0.97479863250472,0.185,0.092,1.6899068441350005e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Thsd4,8.780594420621861e-11,-4.290807356996313,0.015,0.107,1.765514120154438e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ube2w,8.922151677110612e-11,0.33364718658765635,0.828,0.693,1.7939770377166309e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Rpl18,8.927362403184841e-11,-0.26178443864084056,0.998,0.991,1.795024758408376e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Nucb2,8.949699863430745e-11,0.8244870467443692,0.246,0.137,1.7995161515400198e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Abca2,8.953608281197633e-11,0.9643921607295936,0.238,0.132,1.800302017100408e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ttc33,9.10379674804523e-11,0.4786741486709931,0.493,0.335,1.8305004121294545e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ypel3,9.113487845568683e-11,-0.4417246496458046,0.824,0.855,1.8324490011084952e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Amot,9.17022367649684e-11,0.950476760761986,0.168,0.08,1.84385687463322e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Golph3,9.331012067943817e-11,0.5275053089872377,0.433,0.285,1.8761865965014636e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
2310034G01Rik,9.35740873374242e-11,1.573122108899876,0.085,0.03,1.8814941740935888e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Decr1,9.385857610855015e-11,-3.506580970131151,0.008,0.098,1.8872143898146184e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Fbxl17,9.508139054806409e-11,0.33997785978857187,0.873,0.75,1.911801519749925e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Sapcd2,9.60969425321804e-11,-6.282020712111994,0,0.082,1.9322212234945515e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Dusp15,9.722641251419963e-11,1.239087332582216,0.106,0.041,1.9549314764230124e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Gtf2a1,9.863771247423896e-11,0.5054657952105096,0.495,0.342,1.9833084847195227e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Pcdha4,9.87820344720132e-11,2.0728220052481037,0.049,0.012,1.986210367128769e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Bcorl1,1.0034933787728304e-10,0.7056984395765615,0.352,0.223,2.01772413669853e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Slc37a4,1.0104373359670674e-10,0.8836491192125133,0.217,0.115,2.0316863514289825e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Dlg4,1.0333843229837869e-10,0.3777524961207265,0.677,0.507,2.0778258582235005e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Tmem101,1.0337196545476448e-10,0.5125411833936488,0.465,0.315,2.078500109398949e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Itga4,1.0509997368519009e-10,0.8557238835811694,0.11,0.043,2.1132451708881175e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
E130102H24Rik,1.0661131283890156e-10,1.034111881961114,0.183,0.091,2.143633667251794e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
2700069I18Rik,1.0677475400834592e-10,-3.3837242223456183,0.008,0.098,2.1469199788458115e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Zdhhc3,1.078664593172008e-10,0.4748957546512624,0.52,0.363,2.1688708974909563e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Shc2,1.1028479924556015e-10,0.7841958855115692,0.263,0.15,2.2174964584304783e-6,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
